Mod:Item:MetaData, Localized Name
touhou_little_maid:maid_model_coupon:2, 女仆模型券
touhou_little_maid:maid_model_coupon:2, 女仆模型券
touhou_little_maid:maid_model_coupon:3, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:4, 女仆模型券
touhou_little_maid:maid_model_coupon:5, 女仆模型券
touhou_little_maid:maid_model_coupon:3, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:2, 女仆模型券
touhou_little_maid:maid_model_coupon:5, 女仆模型券
touhou_little_maid:maid_model_coupon:5, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:3, 女仆模型券
touhou_little_maid:maid_model_coupon:4, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:2, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:5, 女仆模型券
touhou_little_maid:maid_model_coupon:5, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:4, 女仆模型券
touhou_little_maid:maid_model_coupon:3, 女仆模型券
touhou_little_maid:maid_model_coupon:2, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:2, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:3, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:1, 女仆模型券
touhou_little_maid:maid_model_coupon:3, 女仆模型券
touhou_little_maid:maid_model_coupon:2, 女仆模型券
touhou_little_maid:maid_model_coupon:3, 女仆模型券
touhou_little_maid:maid_model_coupon:3, 女仆模型券
touhou_little_maid:maid_model_coupon:2, 女仆模型券
touhou_little_maid:gashapon:1, 扭蛋
touhou_little_maid:gashapon:2, 扭蛋
touhou_little_maid:gashapon:3, 扭蛋
touhou_little_maid:gashapon:4, 扭蛋
touhou_little_maid:gashapon:5, 扭蛋
touhou_little_maid:gashapon_coin, 扭蛋币
touhou_little_maid:maid_backpack:1, 女仆背包
touhou_little_maid:maid_backpack:2, 女仆背包
touhou_little_maid:maid_backpack:3, 女仆背包
touhou_little_maid:suitcase, 行李箱
touhou_little_maid:trolley_audio, 便携式音响
touhou_little_maid:scarecrow, 稻草人
touhou_little_maid:portable_audio, 手提音响
touhou_little_maid:chisel, 雕刻刀
touhou_little_maid:extinguisher, 灭火器
touhou_little_maid:power_point, P 点
touhou_little_maid:maid_bed, 女仆床
touhou_little_maid:maid_joy, item.touhou_little_maid.maid_joy.name
touhou_little_maid:smart_slab:0, 魂符
touhou_little_maid:hammer, 破坏指导书
touhou_little_maid:furnace_guide, 熔炉指导书
touhou_little_maid:potion_guide, 药水指导书
touhou_little_maid:trumpet, 小号
touhou_little_maid:creative_favorability_tool:0, 创造模式好感度工具
touhou_little_maid:creative_favorability_tool:1, 创造模式好感度工具
touhou_little_maid:creative_favorability_tool:2, 创造模式好感度工具
touhou_little_maid:maid_vehicle:0, 猫车
touhou_little_maid:maid_vehicle:1, 轮椅
touhou_little_maid:maid_vehicle:2, 黄包车
touhou_little_maid:grid, 女仆交互面板
touhou_little_maid:garage_kit, 手办
touhou_little_maid:gashapon_machines, 扭蛋机
waystones:waystone, 指路石
waystones:return_scroll, 回程卷轴
waystones:bound_scroll, 绑定卷轴
waystones:warp_scroll, 传送卷轴
waystones:warp_stone, 传送石
wft:wft, 无线流体终端
wft:wft_creative, 创造模式无线流体终端
wit:wit, 无线接口终端
wit:wit_creative, 创造无线接口终端
xlfoodmod:rock_salt, 岩盐
xlfoodmod:grass, 草
xlfoodmod:vanilla_flower, 香草
xlfoodmod:rice_plant, 水稻
xlfoodmod:pepper_plant, 辣椒植株
xlfoodmod:corn_plant, 玉米植株
xlfoodmod:cucumber_plant, 黄瓜植株
xlfoodmod:lettuce_plant, 生菜植株
xlfoodmod:onion_plant, 洋葱植株
xlfoodmod:tomato_plant, 番茄植株
xlfoodmod:strawberry_plant, 草莓植株
xlfoodmod:chocolate_cake, 巧克力蛋糕
xlfoodmod:oreo_cake, 奥利奥蛋糕
xlfoodmod:cheese_cake, 芝士蛋糕
xlfoodmod:nether_cake, 下界蛋糕
xlfoodmod:strawberry_cake, 草莓蛋糕
xlfoodmod:pumpkin_cake, 南瓜蛋糕
xlfoodmod:pizza, 披萨
xlfoodmod:rice_seeds, 水稻种子
xlfoodmod:rice, 稻米
xlfoodmod:butter_rice, 黄油饭
xlfoodmod:fried_rice, 炒饭
xlfoodmod:pepper_seeds, 胡椒籽
xlfoodmod:pepper, 胡椒
xlfoodmod:corn_seeds, 玉米种子
xlfoodmod:raw_corn, 生玉米
xlfoodmod:corn, 玉米
xlfoodmod:cucumber_seeds, 黄瓜种子
xlfoodmod:cucumber, 黄瓜
xlfoodmod:lettuce_seeds, 生菜种子
xlfoodmod:lettuce, 生菜
xlfoodmod:onion, 洋葱
xlfoodmod:tomato_seeds, 番茄种子
xlfoodmod:tomato, 番茄
xlfoodmod:strawberry_seeds, 草莓种子
xlfoodmod:strawberry, 草莓
xlfoodmod:salt, 岩盐
xlfoodmod:dough, 面团
xlfoodmod:cooked_dough, 炸面团
xlfoodmod:crouton, 油炸面包丁
xlfoodmod:butter, 黄油
xlfoodmod:cheese, 芝士
xlfoodmod:cheese_puff, 芝士泡芙
xlfoodmod:chips, 薯片
xlfoodmod:salty_chips, 咸薯片
xlfoodmod:spicy_chips, 香辣薯片
xlfoodmod:onion_rings, 洋葱圈
xlfoodmod:cheesy_bread, 奶酪面包
xlfoodmod:potato_bread, 马铃薯面包
xlfoodmod:corn_bread, 玉米面包
xlfoodmod:rice_bread, 大米面包
xlfoodmod:baguette, 法棍面包
xlfoodmod:fried_egg, 煎蛋
xlfoodmod:pancake, 煎饼
xlfoodmod:waffle, 华夫饼
xlfoodmod:macaroni_and_cheese, 奶酪通心粉
xlfoodmod:spaghetti, 意大利面
xlfoodmod:enchilada, 香辣玉米卷饼
xlfoodmod:lasagne, 千层面
xlfoodmod:jambon_beurre, 黄油火腿
xlfoodmod:flesh, 肉
xlfoodmod:ham, 火腿
xlfoodmod:sausage, 香肠
xlfoodmod:bacon, 培根
xlfoodmod:beef_jerky, 牛肉干
xlfoodmod:ground_beef, 牛肉馅
xlfoodmod:raw_chicken_wing, 生鸡翅
xlfoodmod:cooked_chicken_wing, 熟鸡翅
xlfoodmod:spicy_chicken_wing, 香辣鸡翅
xlfoodmod:bucket_of_fried_chicken, 炸鸡桶
xlfoodmod:top_bun, 顶部的面包
xlfoodmod:bottom_bun, 底部的面包
xlfoodmod:hamburger, 牛肉汉堡
xlfoodmod:chickenburger, 鸡肉汉堡
xlfoodmod:cheeseburger, 芝士汉堡
xlfoodmod:hot_dog, 热狗
xlfoodmod:sausage_roll, 香肠卷
xlfoodmod:slice_of_pizza, 披萨切片
xlfoodmod:tortilla, 玉米饼
xlfoodmod:taco, 塔可
xlfoodmod:burrito, 墨西哥卷饼
xlfoodmod:kebab, 牛肉卷饼
xlfoodmod:chicken_sandwich, 鸡肉三明治
xlfoodmod:blt_sandwich, 英式传统三明治
xlfoodmod:breakfast_sandwich, 早餐三明治
xlfoodmod:grilled_cheese_sandwich, 烤奶酪三明治
xlfoodmod:icecream_sandwich, 冰淇淋三明治
xlfoodmod:bowl, 碗
xlfoodmod:garden_salad, 田园沙拉
xlfoodmod:chicken_salad, 鸡肉沙拉
xlfoodmod:caesar_salad, 凯撒沙拉
xlfoodmod:onion_salad, 洋葱沙拉
xlfoodmod:taco_salad, 玉米饼沙拉
xlfoodmod:cucumber_soup, 黄瓜汤
xlfoodmod:tomato_soup, 番茄汤
xlfoodmod:vegetable_soup, 蔬菜汤
xlfoodmod:chicken_soup, 鸡汤
xlfoodmod:beef_stew, 炖牛肉
xlfoodmod:pumpkin_stew, 南瓜盅
xlfoodmod:caramel_apple, 焦糖苹果
xlfoodmod:marshmallow, 棉花糖
xlfoodmod:roasted_marshmallow, 烤棉花糖
xlfoodmod:oreo_cookie, 奥利奥饼干
xlfoodmod:twinkie, 夹心面包
xlfoodmod:brownie, 布朗尼巧克力
xlfoodmod:bourbon_biscuit, 巧克力夹心饼干
xlfoodmod:chocolate, 达勒克斯巧克力块
xlfoodmod:chocolate_icecream_ball, 巧克力冰淇淋球
xlfoodmod:vanilla_icecream_ball, 香草冰淇淋球
xlfoodmod:strawberry_icecream_ball, 草莓冰淇淋球
xlfoodmod:icecream_cone, 冰淇淋蛋卷
xlfoodmod:chocolate_icecream, 巧克力冰淇淋
xlfoodmod:vanilla_icecream, 香草冰淇淋
xlfoodmod:strawberry_icecream, 草莓冰淇淋
xlfoodmod:crescent_roll, 牛角面包
xlfoodmod:donut, 甜甜圈
xlfoodmod:sugar_donut, 糖霜甜甜圈
xlfoodmod:chocolate_donut, 巧克力甜甜圈
xlfoodmod:vanilla_donut, 香草甜甜圈
xlfoodmod:paper_cup, 纸杯
xlfoodmod:vanilla_cupcake, 香草纸杯蛋糕
xlfoodmod:chocolate_cupcake, 巧克力纸杯蛋糕
xlfoodmod:oreo_cupcake, 奥利奥纸杯蛋糕
xlfoodmod:strawberry_cupcake, 草莓纸杯蛋糕
xlfoodmod:pie_shell, 馅饼皮
xlfoodmod:apple_pie, 苹果派
xlfoodmod:golden_apple_pie, 金苹果派
xlfoodmod:cheese_pie, 芝士派
xlfoodmod:chicken_pot_pie, 鸡肉派
xlfoodmod:chocolate_pie, 巧克力派
xlfoodmod:bacon_pie, 培根派
xlfoodmod:fish_pie, 鱼派
xlfoodmod:strawberry_pie, 草莓派
xlfoodmod:tomato_sauce, 番茄酱
xlfoodmod:hot_sauce, 辣酱
xlfoodmod:chocolate_syrup, 巧克力酱
xlfoodmod:vanilla_extract, 香草精
xlfoodmod:vanilla_cream, 香草奶油
xlfoodmod:empty_can, 空罐
xlfoodmod:speedy_energy_drink, 极速能量饮料
xlfoodmod:healthy_energy_drink, 健康能量饮料
xlfoodmod:stealthy_energy_drink, 隐身能量饮料
xlfoodmod:strong_energy_drink, 强壮能量饮料
xlfoodmod:deadly_energy_drink, 致命能量饮料
xlfoodmod:super_energy_drink, 超级能量饮料
xlfoodmod:glass_mug, 玻璃杯
xlfoodmod:beer, 啤酒
xlfoodmod:coffee_cup, 咖啡杯
xlfoodmod:coffee, 咖啡
xlfoodmod:cappuccino, 卡布奇诺
xnet:xnet_manual, XNet手册
xnet:connector_upgrade, 连接升级工具
xnet:facade, 伪装器
xnet:redstone_proxy, 红石代理器
xnet:redstone_proxy_upd, 红石代理器（更新）
xnet:netcable:0, 蓝色网络线缆
xnet:netcable:1, 红色网络线缆
xnet:netcable:2, 黄色网络线缆
xnet:netcable:3, 绿色网络线缆
xnet:netcable:4, 路由网络线缆
xnet:connector:0, 蓝色连接器
xnet:connector:1, 红色连接器
xnet:connector:2, 黄色连接器
xnet:connector:3, 绿色连接器
xnet:connector:4, 路由连接器
xnet:advanced_connector:0, 高级蓝色连接器
xnet:advanced_connector:1, 高级红色连接器
xnet:advanced_connector:2, 高级黄色连接器
xnet:advanced_connector:3, 高级绿色连接器
xnet:controller, 控制器
xnet:router, 路由器
xnet:wireless_router, 无线路由器
xnet:antenna, 天线
xnet:antenna_base, 天线基座
xnet:antenna_dish, 天线盘
yabba:item_barrel, 物品储存桶
yabba:item_barrel_connector, 物品储物桶连接器
yabba:antibarrel, 奇异桶
yabba:decorative_block, 装饰方块
yabba:upgrade_blank, 空白升级插件
yabba:upgrade_iron_tier, 木=>铁升级插件
yabba:upgrade_gold_tier, 铁=>金升级插件
yabba:upgrade_diamond_tier, 金=>钻石升级插件
yabba:upgrade_star_tier, 钻石=>下界之星升级插件
yabba:upgrade_creative, 创造模式升级插件
yabba:upgrade_obsidian_shell, 黑曜石外壳升级插件
yabba:upgrade_redstone_out, 红石信号输出升级插件
yabba:upgrade_hopper, 漏斗升级插件
yabba:upgrade_void, 虚空升级插件
yabba:upgrade_pickup, 收集掉落物升级插件
yabba:upgrade_smelting, 烧制升级插件
yabba:hammer, 桶锤
yabba:painter, 桶刷
yabba:wrench, 桶扳手
zensummoning:altar, 祭坛
foundry:small_clay, 小块瓷土
foundry:mold:0, 锭铸型
foundry:mold:1, 板铸型
foundry:mold:2, 齿轮铸型
foundry:mold:3, 杆铸型
foundry:mold:4, 方块铸型
foundry:mold:5, 台阶铸型
foundry:mold:6, 楼梯铸型
foundry:mold:7, 粒铸型
foundry:mold:8, 镐铸型
foundry:mold:9, 斧铸型
foundry:mold:10, 剑铸型
foundry:mold:11, 锹铸型
foundry:mold:12, 锄铸型
foundry:mold:13, 剪刀铸型
foundry:mold:14, 头盔铸型
foundry:mold:15, 胸甲铸型
foundry:mold:16, 护腿铸型
foundry:mold:17, 靴子铸型
foundry:mold:18, 镰刀铸型
foundry:mold:19, 锤铸型
foundry:mold:20, 开掘铲铸型
foundry:mold:21, 磨珠铸型
foundry:componentblock:0, 标准耐火框架
foundry:componentblock:1, 高级耐火框架
foundry:componentblock:2, 基础耐火框架
foundry:machine:0, 基础熔炼坩埚
foundry:machine:1, 金属铸造机
foundry:machine:2, 合金混合机
foundry:machine:3, 金属注入机
foundry:machine:4, 材料路由器
foundry:machine:5, 感应加热器
foundry:machine:6, 高级熔炼坩埚
foundry:machine:7, 标准熔炼坩埚
foundry:machine:8, 合金坩埚
foundry:machine:9, 流体加热器
foundry:casting_table:0, 锭铸造台
foundry:casting_table:1, 板铸造台
foundry:casting_table:2, 杆铸造台
foundry:casting_table:3, 方块铸造台
foundry:mold_station, 铸型加工站
foundry:burner_heater, 燃烧加热器
foundry:bronze_cauldron, 青铜炼药锅
zentweaker:plant_string, 草绳
zentweaker:fire_charger, 点火器
zentweaker:plant_fibre, 植物纤维
zentweaker:unfired, 未烧制的瓷砖
researchtable:table, §b§l挑战研究中心
solcarrot:food_book, 食物书
ae2fc:fluid_discretizer, ME流体离散器
ae2fc:fluid_pattern_encoder, 流体适配型样板编码台
ae2fc:fluid_packet_decoder, ME流体封包解码器
ae2fc:ingredient_buffer, 原材料缓存仓
ae2fc:burette, 精准滴定器
ae2fc:dual_interface, ME二合一接口
ae2fc:fluid_drop, %s液滴
ae2fc:fluid_packet, 流体封包
ae2fc:dense_encoded_pattern, 编码样板
ae2fc:part_dual_interface, ME二合一接口
ae2fc:part_fluid_pattern_terminal, ME流体样板终端
aroma1997sdimension:portalframe, §b§l矿工世界传送门框架
aroma1997sdimension:portalframesphere, 生物群系圈传送门框架
aroma1997sdimension:miningmultitool, §b§l矿工世界开启钥匙
aroma1997sdimension:dimensionchanger, 多功能维度变换工具
aroma1997sdimension:miningore:0, 粘性矿石
aroma1997sdimension:miningore:1, 粘土矿石
botania_tweaks:compressed_tiny_potato_1, 微型土豆
botania_tweaks:compressed_tiny_potato_2, 小型土豆
botania_tweaks:compressed_tiny_potato_3, 中型土豆
botania_tweaks:compressed_tiny_potato_4, 巨型土豆
botania_tweaks:compressed_tiny_potato_5, 超级巨大土豆
botania_tweaks:compressed_tiny_potato_6, 更加超级巨大土豆
botania_tweaks:compressed_tiny_potato_7, 非常超级巨大土豆
botania_tweaks:compressed_tiny_potato_8, 极限超级巨大土豆
botania_tweaks:potted_tiny_potato, 小 土-豆（花盆pot-日均产量tato?）
patchouli:guide_book, 指南书
astralsorcery:itemcraftingcomponent:0, 海蓝宝石
astralsorcery:itemcraftingcomponent:1, 星辉锭
astralsorcery:itemcraftingcomponent:2, 星尘
astralsorcery:itemcraftingcomponent:3, 玻璃透镜
astralsorcery:itemcraftingcomponent:4, 共振宝石
astralsorcery:itemcraftingcomponent:5, 羊皮纸
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:iteminfusedglass, 聚能玻璃
astralsorcery:itemrockcrystalsimple:0, 水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemcelestialcrystal:0, 天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemjournal, 星芒宝典
astralsorcery:itemhandtelescope, 望远镜
astralsorcery:itemlinkingtool, 链接器
astralsorcery:itemwand, 共鸣星杖
astralsorcery:itemsextant, 六分仪
astralsorcery:itemilluminationwand, 照明星杖
astralsorcery:itemcoloredlens:0, 彩色透镜
astralsorcery:itemcoloredlens:1, 彩色透镜
astralsorcery:itemcoloredlens:2, 彩色透镜
astralsorcery:itemcoloredlens:3, 彩色透镜
astralsorcery:itemcoloredlens:4, 彩色透镜
astralsorcery:itemcoloredlens:5, 彩色透镜
astralsorcery:itemcoloredlens:6, 彩色透镜
astralsorcery:itemskyresonator, 汇星共振器
astralsorcery:itemshiftingstar, 更替之星
astralsorcery:itemarchitectwand, 秩序星杖
astralsorcery:itemexchangewand, 转位星杖
astralsorcery:itemgrapplewand, 冲击星杖
astralsorcery:itemusabledust:0, 辉光粉
astralsorcery:itemusabledust:1, 暗夜粉
astralsorcery:itemknowledgeshare, 知识共享卷轴
astralsorcery:itemperkseal, 封闭印章
astralsorcery:itemknowledgefragment, 微光卷轴
astralsorcery:itemfragmentcapsule, 闪光星核
astralsorcery:itemperkgem:0, 奥瑞尔宝石
astralsorcery:itemperkgem:1, 伊利姆宝石
astralsorcery:itemperkgem:2, 芙荙姆宝石
astralsorcery:itemcrystalpickaxe, 水晶石镐
astralsorcery:itemcrystalshovel, 水晶石锹
astralsorcery:itemcrystalaxe, 水晶石斧
astralsorcery:itemcrystalsword, 水晶石剑
astralsorcery:itemchargedcrystalaxe, 充能水晶石斧
astralsorcery:itemchargedcrystalsword, 充能水晶石剑
astralsorcery:itemchargedcrystalpickaxe, 充能水晶石镐
astralsorcery:itemchargedcrystalshovel, 充能水晶石锹
astralsorcery:itemcape, 星斗披风
astralsorcery:itemenchantmentamulet, 璀璨棱镜
astralsorcery:blockmarblestairs, 大理石楼梯
astralsorcery:blockflarelight, 不稳定耀斑
astralsorcery:blockvanishing, tile.blockvanishing.name
astralsorcery:blockchalice, 遏制圣杯
astralsorcery:blockbore, 万象泉
astralsorcery:blockattunementaltar, 共鸣祭坛
astralsorcery:blockattunementrelay, 光波增幅器
astralsorcery:blockwell, 聚星缸
astralsorcery:blockworldilluminator, 洞穴照明器
astralsorcery:blockfaketree, 
astralsorcery:blockstarlightinfuser, 星能聚合器
astralsorcery:blockrituallink, 效应链接通道
astralsorcery:blockportalnode, 
astralsorcery:blocktreebeacon, 烽火树
astralsorcery:blocktranslucentblock, 半透明方块
astralsorcery:blockmapdrawingtable, 群星映射台
astralsorcery:blockcelestialgateway, 天体星门
astralsorcery:blockobservatory, 瞭望台
astralsorcery:blocklens, 透镜
astralsorcery:blockprism, 棱镜
astralsorcery:blockmarbleslab:0, 大理石台阶
astralsorcery:blockcustomore:0, 水晶石矿石
astralsorcery:blockcustomore:1, 星辉矿石
astralsorcery:blockcustomsandore:0, 海蓝宝石砂岩
astralsorcery:blockcustomflower:0, 微光苋
astralsorcery:blockmarble:0, 大理石
astralsorcery:blockmarble:1, 大理石砖
astralsorcery:blockmarble:2, 大理石柱
astralsorcery:blockmarble:3, 大理石横梁
astralsorcery:blockmarble:4, 雕纹大理石
astralsorcery:blockmarble:5, 凹面大理石
astralsorcery:blockmarble:6, 精致大理石柱
astralsorcery:blockblackmarble:0, 熏黑大理石
astralsorcery:blockblackmarble:1, 熏黑大理石砖
astralsorcery:blockblackmarble:2, 熏黑大理石柱
astralsorcery:blockblackmarble:3, 熏黑大理石横梁
astralsorcery:blockblackmarble:4, 雕纹熏黑大理石
astralsorcery:blockblackmarble:5, 凹面熏黑大理石
astralsorcery:blockblackmarble:6, 精致熏黑大理石
astralsorcery:blockinfusedwood:0, 聚星木
astralsorcery:blockinfusedwood:1, 聚星木板
astralsorcery:blockinfusedwood:2, 聚星木柱
astralsorcery:blockinfusedwood:3, 聚星木横梁
astralsorcery:blockinfusedwood:4, 凹面聚星木
astralsorcery:blockinfusedwood:5, 刻纹聚星木
astralsorcery:blockinfusedwood:6, 抛光聚星木
astralsorcery:blockborehead:0, 纳耳狂曼喷口
astralsorcery:blockborehead:1, 费萨利德喷口
astralsorcery:blockmachine:0, 天文望远镜
astralsorcery:blockmachine:1, 砂轮
astralsorcery:blockcelestialcrystals:0, 天体水晶簇
astralsorcery:blockcelestialcrystals:1, 天体水晶簇
astralsorcery:blockcelestialcrystals:2, 天体水晶簇
astralsorcery:blockcelestialcrystals:3, 天体水晶簇
astralsorcery:blockcelestialcrystals:4, 天体水晶簇
astralsorcery:blockgemcrystals:0, 宝石水晶簇
astralsorcery:blockgemcrystals:1, 宝石水晶簇
astralsorcery:blockgemcrystals:2, 宝石水晶簇
astralsorcery:blockgemcrystals:3, 宝石水晶簇
astralsorcery:blockgemcrystals:4, 宝石水晶簇
astralsorcery:blockstructural:0, 天文望远镜
astralsorcery:blockritualpedestal, 仪式基座
astralsorcery:blockaltar:0, 星辉合成台
astralsorcery:blockaltar:1, 星辉祭坛
astralsorcery:blockaltar:2, 天辉祭坛
astralsorcery:blockaltar:3, 五彩祭坛
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
base:wrench, 扳手
betterbuilderswands:wandstone, 石质手杖
betterbuilderswands:wandiron, 铁质手杖
betterbuilderswands:wanddiamond, 钻石手杖
betterbuilderswands:wandunbreakable, 不毁手杖
cyclicmagic:nether_redstone_ore, 下界红石矿石
cyclicmagic:nether_iron_ore, 下界铁矿石
cyclicmagic:nether_gold_ore, 下界金矿石
cyclicmagic:nether_coal_ore, 下界煤矿石
cyclicmagic:nether_lapis_ore, 下界青金石矿石
cyclicmagic:nether_emerald_ore, 下界绿宝石矿石
cyclicmagic:nether_diamond_ore, 下界钻石矿石
cyclicmagic:end_redstone_ore, 末地红石矿石
cyclicmagic:end_coal_ore, 末地煤矿石
cyclicmagic:end_lapis_ore, 末地青金石矿石
cyclicmagic:end_emerald_ore, 末地绿宝石矿石
cyclicmagic:end_diamond_ore, 末地钻石矿石
cyclicmagic:end_gold_ore, 末地金矿石
cyclicmagic:end_iron_ore, 末地铁矿石
cyclicmagic:fluid_drain, 流体收集机
cyclicmagic:crystallized_amber, 琥珀结晶
cyclicmagic:crystallized_obsidian, 黑曜石结晶
cyclicmagic:emerald_helmet, 绿宝石头盔
cyclicmagic:emerald_chestplate, 绿宝石胸甲
cyclicmagic:emerald_leggings, 绿宝石护腿
cyclicmagic:emerald_boots, 绿宝石靴子
cyclicmagic:emerald_sword, 绿宝石剑
cyclicmagic:emerald_pickaxe, 绿宝石镐
cyclicmagic:emerald_axe, 绿宝石斧
cyclicmagic:emerald_spade, 绿宝石锹
cyclicmagic:emerald_hoe, 绿宝石锄
cyclicmagic:purple_boots, 黑曜石水晶靴子
cyclicmagic:purple_leggings, 黑曜石水晶护腿
cyclicmagic:purple_chestplate, 黑曜石水晶胸甲
cyclicmagic:purple_helmet, 黑曜石水晶头盔
cyclicmagic:crystal_pickaxe, 水晶镐
cyclicmagic:crystal_axe, 水晶斧
cyclicmagic:crystal_spade, 黑曜石水晶之锹
cyclicmagic:crystal_hoe, 水晶锄
cyclicmagic:crystal_sword, 水晶剑
cyclicmagic:glowing_helmet, 夜视头盔
cyclicmagic:sword_weakness, 虚弱之剑
cyclicmagic:sword_slowness, 缓慢之剑
cyclicmagic:sword_ender, 闪避之剑
cyclicmagic:netherbrick_pickaxe, 下界镐
